sample_id,text,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,polarity,emotion,split,source_dataset
fresh_visobert_05346,công nhận xấu ng xấu nết cặc thiệt ng ta gọi xấu,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_00388,lisa cai lậy,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03986,el shin clip,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11219,"Đóng gói đẹp,giao hàng nhanh ,sản phẩm như hình. Sản phẩm nhựa dẻo,dai, có 3 lớp khoá kéo rất chắc chắn,giá cả hợp lý.",0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11435,Tìm một điểm để chê cho đở ghét mà tìm mãi chẳng ra đành hô to thương quá,1,0,1,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_03030,ngok má nghếch vcđ,0,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_10518,"Cảm nhận ban đầu là đóng gói cẩn thận, không méo móp, nguyên tem niêm phong, đang test thử.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07486,"Giao hàng nhiệt tình chu đáo . Sản phẩm như hình , đóng gói cẩn thận ,dùng thử khá êm ,hy vọng bền .",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01429,nằm yên má hiếp dâm,0,0,0,0,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09245,Sợ nó rơi vào mồm vl =)),1,1,0,1,0,1,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_02019,nguyen ong trao giải abe abe vui vẻ hổng qạo liền ))))),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06621,"Phần mềm tốt, dễ sử dụng. Shop giao hàng nhanh, đóng gói cẩn thận.",0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02455,coi cười rụng nụ,1,0,0,1,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00579,nguyễn hoàng sâm fbi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05315,tối shop acc thầy acc mua )),0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07289,sam sung c7 mua bao nhiêu ạ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09459,per lại lật nữa hả,1,0,0,0,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_07694,Việc nhỏ nhặt này tốt nhất cho vợ quyết 😂,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05076,kệ trung tâm vũ cặc trụ thể hiện quan điểm cak,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09606,Chắc bạn chưa có bé và k sống cùng bme ck. Thôi cứ hưởng thụ tiếp đi nhé Chúc bạn mãi giàu năng lượng ❤,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03629,bích trâm ))))) đừng vui đùa chị em nha uyên thảo,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02650,edit đỡ đơ may ghê,0,0,0,0,1,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05661,cặp đôi hoàn hảo thích mr lân phỏng vấn quắc xư trằn dắn,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03691,phong cách gây sự chú ý,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06559,"em đi xe đạp , có gửi bao giờ đâu mà biết bác ơiii",1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_11911,mãi thương ❤ ❤ yêu chj lâm khánh chi ❤ ❤,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04783,trang le trang le ngọc loan tâm trần nhớ nha )))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11867,fan việt nào unfl ??,1,0,0,0,1,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_07915,gio da la vo ng ta roi do hp nha my,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11046,"Cô gái tên T, chia sẻ từ Nguyễn Thu Thảo 🤦♀",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00530,lí mạc sầu,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01218,thắng pháp đuổi mỹ thanh bình,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11736,Không sao mà em đây rô8f,1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_09524,"hoaii, anhiu toayyy sắp coá bằng rùii ảnh sẽ bay qua rước tuii để zìa ảnh chở",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00468,gà gái phong stream,1,0,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_07727,Còn colagen nước k duong bn?,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09137,Sản phẩm tốtbchjchchchchchchhcchhcjfjfjjfjffjfjfjffjfh,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10627,"Sản phẩm đc đóng gói cẩn thận, bé nhà mik rất thik ăn.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11675,Cũng phù hợp với giá tiền. Hình thù đa dạng dễ thương. Mua có 2 cái bịt mắt mà được đóng gói trong hộp xịn xò. Nên mua nha,1,1,1,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00612,nhân kiểu tày,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10164,Hay lắm cameraman,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11419,Kiều Oanh Piee Ebe mua về nào đi học cho đỡ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00042,Lộc Nguyễn Thành bao h có mình đi xem nhớ :)),1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11793,Cj ơi đi săn người đi chị,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05447,vô lí hết sức thuyết phục,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04993,bọn dâm loạn viên đc dạy cặc xuôi ngược = ] ],0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09867,"Theo lực lượng chức năng, nhóm 5 đối tượng lợi dụng trời mưa lớn nhiều ngày, làm tường nhà giam bị ẩm. Các đối tượng đã đục chỗ tường ẩm và bỏ trốn khỏi nhà tạm giữ Công an thị xã Mỹ Hào, Hưng Yên.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04839,trần công minh,0,0,0,0,0,0,negative,other,train,SEACrowd/ViSoBERT
fresh_visobert_00704,chời đất kon tiết,0,0,0,0,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00983,vn xếp dân tộc tàn cặc độc nhất thế giới mục tiêu chủ nghĩa trên hết,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07163,"Nếu e làm môi trên thì chi phí nếu e làm cc là 4,5 triệu bạn nhé",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03883,haizzz nguy hiểm,0,0,0,0,0,0,neutral,fear,train,SEACrowd/ViSoBERT
fresh_visobert_08569,"Hà Minh tôi đã khuyên bạn bao nhiêu lần rồi, trước thì dưa chuột, giờ lại cà rốt. Xuất viện tôi biếu bạn mấy quả mướp ăn bồi bổ. Nhớ là ĂN thôi nhé",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04732,tiếc dziên hơi nha,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_10309,"Con xin vía cụ ạ Xin vía, xin vía, con thành tâm xin vía < < < <",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09509,Kiệt tác cũng khá kiệt sức lao động,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04992,page thành phản động cặc ak dkm toàn post nhảm,1,0,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_06592,người ở đâu bây giờ ai hay,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03981,ji nhung sếp nhung tag vô kkk,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04357,hoàng nguyễn trung kiên thầy bh chiến thắng duke duke nên trình đc,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05550,dọn tầm gồng tết ☺,0,0,0,0,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06005,Dân công nghệ k mua những máy này vs giá 6m??,0,0,0,0,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_09344,VUI QUA ONG TRAN DAN THAT DE THUONG !,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04700,lảnh đạo thù lao $ / đở tốn lắm nhe,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01986,chủ apple đẹp trai )),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06489,ai co clip bé này k ạ,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11000,chuẩn bị hết ế :)),1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01710,nguyễn nhựt xuân linh đesss bún riêu dịch hoài,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07610,khoi my co nguoi yeu chua e,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00433,nguyễn tuấn phong thương,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_10176,Đến tận hoom nay,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05586,trần khánh ngân,0,0,0,0,0,0,positive,other,train,SEACrowd/ViSoBERT
fresh_visobert_10720,Nguyễn Trúc t sẽ tiết kiệm 😂,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07319,Dây dài bn v,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03512,xạo lồn má thèm chém chết,0,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02516,chúng mày người yêu,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07226,Chị lấy áo đang cầm,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06205,"Mẹ cậu thật là vô duyên, k biết mục tiêu sống của mẹ bạn ngoài tiền thì còn là cái gì nữa.",1,1,1,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_09861,"mua đồ trên lazada gần 3năm mới biết được là có rất nhiều cửa hàng bán mỹ phẫm giã,face trên lazada quá nhiều, quần áo thì có cửa hàng uy tín có cửa hàng chẳng có tâm ,hàng trung quốc quốc quá nhiều tiền mất tật mang các bạn nên hạn chế mua đồ trên mạng giá rẻ. tiền giao hàng quá cao mong lazada loại bõ mấy cửa hàng bán hàng... bài đánh giá đầy đủ",0,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_11716,Xin chào em Ngoc,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08595,Con Nhi nó nhảy là biết nó tỉnh cở nào coi mấy khúc này muốn té ghế với bả,1,1,0,1,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02984,iphone samsung,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04058,vương thị ly a độ bí kíp tóc đẹp lộn kìa )))),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07979,Duiên Mĩ cưng chưa kìa .,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07804,đúng là công ty giải trí núp bóng cty game :))Hoai Nam,1,0,1,0,1,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_03106,phạt tỉ đồng,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_06184,Bame mà đi phan thiết là nhà có đứa Thông Thái 🙂 Nguyen Tri,1,1,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05284,sung ban không trung dao chat khong dut ma tron covid,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04065,sam oa sam,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06026,Chào e vs chào chây chây,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08293,Sp của shop thì rất là ok,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08195,Thúy Linh sủa nhiều là nghiệp quật đấy bạn ê,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04281,giao giúp đỡ nghèo,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_09350,Mình ở sg nhma thả luôn,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08068,team thiếu thầy là ko đc :)),1,1,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05655,duoc men chao nha dai thong thai tien tri cua vu tru de nhat thong thien dia tran dan 🎉 🎉 🎉,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00442,dạo pản động nhiếu cặc mấy bò đỏ ah,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09381,Suất cơm cty mình,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07812,male anh chơi hay vây anh,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10958,"Chuyển Pháp Luân là một quyển sách rất đáng để đọc, không những giúp chúng ta giải đáp một số thắc mắc về bí ẩn trong tu luyện của người xưa mà còn có thể giúp chúng ta tìm hiểu được ý nghĩa con người ở trên thế giới này. Nếu bạn gặp được cmt này mình rất khuyến khích các bạn hãy thử đọc nó dù chỉ một lần Bạn có tìm tên sách và vào trang falundafa Có thể đọc onl hay mua đều có, cả video hay audio. Khuyến khích mọi người nên duy trì đọc hằng ngày",1,1,1,0,1,1,positive,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_06753,Bảo thằng lái de nói giọng huế đi ngân,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07087,Muốn xỉu với bả ❤❤❤,1,0,0,1,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10721,mình 59 kg măc Sài nào 977,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07352,"có mình e ăn à c, e lấy bì thôi nha",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08188,Mình muốn đăng ký lớp luật,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10602,5 size L 975466,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08231,Một bí mật trong này 💌🤫,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08216,mặt pả dẹo ghê 🤣,0,0,0,0,0,0,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_04381,hong linh coi cười ỉa,1,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02704,khóc dở cười dở xứ,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07169,Ai chả thế. Đi làm tháng được bao nhiêu. Tiền nhiều thế sao nghỉ? Sao không làm nữa công đó rõ cao Vâng đó là nhưg người nhà hỏi tôi vậy? Chứ họ không biết ngay h làm ngày h làm đêm và ăn uống như thế nào công ty lớn Ngày hai bữa. Còn ngon thịnh soạn. Công ty tôi làm ăn bữa cơm và bữa phụ goi mì tôm qua trứng. Hoặc banh mì .5 và sữa zin zin,1,1,0,1,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_10219,rất hài lòng,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00477,phạt chê lãnh đạo kênh kiệu ngu cùi bắp cặc xúc phạm lộ bí mật quốc gia,1,0,0,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_08918,Xem Tom và jerry đừnng xem mèo tom nữa :)),1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05731,uiii trangg đẹp gái cưới a độ xấu vllll ))))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02057,đội ơn kế toán,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09886,"Đây là Chin Udon nhà tuii. Mèo hoang ở đâu tự chui vào nhà ngta xong ở lì lại luôn 😤 Tốn mớ tiền cho bà đi tiêm phòng, trị nấm, trị giun, triệt sản giờ trộm vía béo ú na ú nần từng ngày 😗😗😗",0,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_04715,viwe bh học sinh đc ngỷ nhạc nhắc,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09338,Xin vía người yêu như thế 🤣🤣🤣,1,0,0,1,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05083,tộc trưởng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02393,bọn bò đỏ ngu thuốc chữa gdp cặc vc 5 thái lan,1,0,0,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_00180,đấu khẩu má chim lợn,0,0,0,0,0,0,negative,other,train,SEACrowd/ViSoBERT
fresh_visobert_02585,khánh nguyễn ghê,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_09321,Hùng Lâm cắt kiểu này k,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11154,"Mới đọc được phần đầu cuốn sách thực sự mình đã bị thu hút vì khả năng quan sát và sự tinh tế trong cách nhìn nhận từng vấn đề cụ thể của tác giả Mỗi trường hợp, mỗi câu chuyện đều làm cho sự thấu cảm của người đọc như tăng dần lên Bất ngờ trong từng trang sách Rất mong có thể sở hữu được một cuốn sách quý như thế",1,0,0,1,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_09855,"for i in range(number_input, , -):",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09812,Một ông chuyên lý thuyết một ông chuyên thực hành :)),1,1,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_08603,🔥 Trần Dần nói gì khi bị giới trẻ tại Việt Nam làm Clip giễu cợt?,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09171,Hàng chất lượng nhưng hơi ồn ạ,1,0,1,0,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_07693,Xe của bác tổng nó phải khác,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04216,quỳnh hình up liền,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10964,Tóc xoăn cứng cắt kiểu j a,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10933,Anh đã bị bắt,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_04248,trung thu ngủ đường xe điên đâm chết trung thu thành dỗ đấy,1,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_08816,Kg thoa thuoc lanh seo duoc kg bsi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00070,Vì phần trên của váy :((( hức hức.,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10096,em mong rằng bất kỳ môn nào được mở ra thì cũng phải cung cấp kiến thức xứng đáng cho sinh viên .,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05497,béo béo máy lu đường,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04132,co oi tang trieu xai duoc co kho lam hihi,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10407,Mải hít vụ Hoài Linh mà kb gr có vụ gì luân @@,1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_00304,chào nhà báo vũ hoàng lân chào danh hài vũ trụ trần tiger,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06107,Này làm t nhớ tới phim facebook. Nó tuyển nhân viên yêu cầu vừa uống rượu vừa code :v,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06125,Ad có vẻ bị tiêu cực mấy ngày tết thế nhỉ ??? Đánh bài thua à mà up bài ác vậy :v,1,0,1,1,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_11899,Cục súc vl :v chắc đây kh phải fan cứng rồi :v,0,1,0,1,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_00405,page nói chuyện chuẩn <,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05071,mua game tiền thầy,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05013,xui đấy kkk,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07044,Khoảng 6h bạn nhé,0,0,0,0,0,0,positive,fear,train,SEACrowd/ViSoBERT
fresh_visobert_01754,hứa sơn tý hình ghép kiểu,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11975,Có ai biết nick face anh Holy ko,1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03702,gen hài hước phùng xịn xò,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03575,mai nam hải xiên đau,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_08826,"Mồ hôi, xương máu đã rơi",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10121,Na tỉnh nhất quả đất 😜,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07652,đẹp lam luon... ung hộ cửa hàng dài dài nữa 😘😘😘😘😘,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06447,Linh Mít lên Cầu Giấy mà tìm phòng b êiiii 🤣,1,1,1,0,0,1,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00506,màu rằn ri,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04240,combo chất,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03895,chào minh hiếu dể thương,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_04059,clear hân hạnh tài trợ chương trình,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02728,lê văn quật úp gruop lớp thầy coi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11317,Quốc Trung tự nhiên nghe nhạc mà nhớ bạn tui :))),1,1,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05483,cố vấn kinh tế thủ tướng vn mặt kinh cặc mấy xì ke lảng vảng chỗ đường khu tao,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_01963,báo giao thông phe chúng đăng báo dắt mũi dư luận toàn dân cặc tinh cs nửa nc đứng cs,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07709,Nam mô bổn sư thích ca mâu ni phật nam mô quan thế âm bồ tát,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02381,chị em lgbt,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05740,nứng abe oi má abe 😚 😚 😚,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01144,nguyễn thành nam vl tưởng ntn,1,0,1,1,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_00674,đấy a độ 😂 😂 😂,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04338,dẫn độ tội phạm cặc tc hoành tráng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11906,Hôm nọ chị đặt dầu anh thảo chiều lọ to mà chẳng thấy gọi điện cho chị gì cả hả Hana,1,1,1,0,0,1,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_04259,chờ má loz,0,0,0,0,0,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_09045,Khuôn mặt của sự kinh hoàng,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_10691,Sao t lai thây măt cô ơ đây =]]]],0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00521,thầy review dùm mông vs,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10533,Ga phú thái a nhé,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06470,Chị đặt đẩm zia 6 em giao zia 8 rộng thì so đây e,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08047,Còn page thì làm content khác nữa đi qua đến h Táo quân hoài không thấy nhạt à 😑,1,1,0,0,1,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_07323,Không phải con ma đâu .hình như thằng ma thì phải,1,0,0,1,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02233,đứng hình )) cool ngầu )) đẹp trai nhì cao bằng,1,0,0,1,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07860,"Cách cãi nhau : họ nói gì kệ mẹ họ, mình ngồi vẽ tranh cười trừ",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
