sample_id,source_row,adjudication_required,disagreement_fields,adjudicated_fields_recorded
fresh_visobert_04931,8990,0,,sarcasm
fresh_visobert_08791,8991,0,,none
fresh_visobert_02896,8992,0,,none
fresh_visobert_11072,8993,0,,none
fresh_visobert_04155,8994,0,,none
fresh_visobert_11670,8995,0,,none
fresh_visobert_02072,8996,0,,none
fresh_visobert_02360,8997,0,,none
fresh_visobert_00598,8998,0,,none
fresh_visobert_09670,8999,1,emotion,emotion
fresh_visobert_00341,9000,1,emotion,emotion
fresh_visobert_02000,9001,0,,none
fresh_visobert_11506,9002,1,polarity,polarity
fresh_visobert_07448,9003,0,,none
fresh_visobert_02066,9004,0,,none
fresh_visobert_08797,9005,1,mocking|emotion,"mocking,emotion"
fresh_visobert_04575,9006,1,polarity,polarity
fresh_visobert_09006,9007,1,implicit_sentiment,implicit_sentiment
fresh_visobert_03002,9008,0,,none
fresh_visobert_07012,9009,1,emotion,emotion
fresh_visobert_01330,9010,0,,none
fresh_visobert_11121,9011,0,,none
fresh_visobert_06409,9012,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01480,9013,1,idiom_figurative,idiom_figurative
fresh_visobert_04379,9014,0,,none
fresh_visobert_06401,9015,1,emotion,emotion
fresh_visobert_10082,9016,0,,none
fresh_visobert_06332,9017,0,,none
fresh_visobert_02546,9018,0,,none
fresh_visobert_05993,9019,0,,none
fresh_visobert_00373,9020,1,mocking,mocking
fresh_visobert_01004,9021,0,,none
fresh_visobert_03682,9022,1,code_switching,code_switching
fresh_visobert_02355,9023,0,,none
fresh_visobert_10350,9024,0,,none
fresh_visobert_09430,9025,0,,none
fresh_visobert_03021,9026,0,,none
fresh_visobert_07728,9027,0,,none
fresh_visobert_02059,9028,0,,none
fresh_visobert_11272,9029,0,,none
fresh_visobert_06582,9030,0,,none
fresh_visobert_09303,9031,0,,none
fresh_visobert_00527,9032,1,emotion,emotion
fresh_visobert_06351,9033,0,,none
fresh_visobert_09821,9034,1,polarity,polarity
fresh_visobert_08379,9035,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03514,9036,0,,none
fresh_visobert_02869,9037,1,emotion,emotion
fresh_visobert_11431,9038,0,,none
fresh_visobert_09623,9039,1,emotion,emotion
fresh_visobert_11905,9040,0,,none
fresh_visobert_00246,9041,1,emotion,emotion
fresh_visobert_01097,9042,1,code_switching,code_switching
fresh_visobert_09208,9043,0,,none
fresh_visobert_06883,9044,0,,none
fresh_visobert_01319,9045,0,,none
fresh_visobert_07346,9046,0,,none
fresh_visobert_02135,9047,0,,none
fresh_visobert_11466,9048,0,,none
fresh_visobert_00026,9049,1,irony,irony
fresh_visobert_07124,9050,0,,none
fresh_visobert_10212,9051,0,,none
fresh_visobert_03405,9052,1,emotion,emotion
fresh_visobert_02241,9053,0,,none
fresh_visobert_02184,9054,0,,none
fresh_visobert_02359,9055,0,,none
fresh_visobert_01050,9056,0,,none
fresh_visobert_10098,9057,0,,none
fresh_visobert_06901,9058,0,,none
fresh_visobert_07918,9059,1,idiom_figurative,idiom_figurative
fresh_visobert_07629,9060,1,emotion,emotion
fresh_visobert_11870,9061,1,emotion,emotion
fresh_visobert_07801,9062,0,,none
fresh_visobert_04630,9063,1,code_switching,code_switching
fresh_visobert_10497,9064,1,emotion,emotion
fresh_visobert_02331,9065,0,,none
fresh_visobert_02003,9066,1,sarcasm|mocking,"sarcasm,mocking"
fresh_visobert_06514,9067,0,,none
fresh_visobert_00396,9068,0,,none
fresh_visobert_07249,9069,0,,none
fresh_visobert_00482,9070,1,polarity,polarity
fresh_visobert_02935,9071,1,sarcasm|emotion,"sarcasm,emotion"
fresh_visobert_10768,9072,1,idiom_figurative,idiom_figurative
fresh_visobert_00164,9073,0,,none
fresh_visobert_03413,9074,0,,none
fresh_visobert_00488,9075,0,,none
fresh_visobert_07496,9076,0,,none
fresh_visobert_06198,9077,1,code_switching,code_switching
fresh_visobert_06132,9078,1,emotion,emotion
fresh_visobert_10819,9079,0,,none
fresh_visobert_09693,9080,0,,none
fresh_visobert_07089,9081,0,,none
fresh_visobert_08846,9082,0,,none
fresh_visobert_02840,9083,0,,none
fresh_visobert_10861,9084,0,,none
fresh_visobert_08452,9085,1,emotion,emotion
fresh_visobert_06695,9086,0,,none
fresh_visobert_00874,9087,0,,none
fresh_visobert_08917,9088,0,,none
fresh_visobert_10702,9089,0,,none
fresh_visobert_05818,9090,0,,none
fresh_visobert_09891,9091,0,,none
fresh_visobert_09928,9092,0,,none
fresh_visobert_01806,9093,0,,none
fresh_visobert_07313,9094,0,,none
fresh_visobert_08245,9095,1,mocking|emotion,"mocking,emotion"
fresh_visobert_05580,9096,1,code_switching,code_switching
fresh_visobert_01463,9097,1,idiom_figurative,idiom_figurative
fresh_visobert_06433,9098,0,,none
fresh_visobert_03332,9099,0,,none
fresh_visobert_10131,9100,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00724,9101,0,,none
fresh_visobert_11606,9102,0,,none
fresh_visobert_07054,9103,0,,none
fresh_visobert_04003,9104,0,,none
fresh_visobert_02213,9105,0,,none
fresh_visobert_07626,9106,0,,none
fresh_visobert_06693,9107,0,,none
fresh_visobert_11539,9108,1,code_switching,"code_switching,sarcasm"
fresh_visobert_06302,9109,0,,none
fresh_visobert_06993,9110,0,,none
fresh_visobert_07575,9111,0,,none
fresh_visobert_04075,9112,0,,none
fresh_visobert_00151,9113,0,,none
fresh_visobert_06646,9114,0,,none
fresh_visobert_05440,9115,0,,none
fresh_visobert_11251,9116,0,,none
fresh_visobert_11379,9117,0,,none
fresh_visobert_11819,9118,0,,none
fresh_visobert_08986,9119,0,,none
fresh_visobert_02305,9120,0,,none
fresh_visobert_05240,9121,0,,none
fresh_visobert_11161,9122,0,,none
fresh_visobert_10480,9123,0,,none
fresh_visobert_11299,9124,1,emotion,emotion
fresh_visobert_05401,9125,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11275,9126,0,,none
fresh_visobert_00248,9127,1,implicit_sentiment,implicit_sentiment
fresh_visobert_00703,9128,0,,none
fresh_visobert_09660,9129,0,,none
fresh_visobert_02506,9130,0,,none
fresh_visobert_11242,9131,1,sarcasm,none
fresh_visobert_09334,9132,0,,none
fresh_visobert_06304,9133,0,,none
fresh_visobert_08736,9134,1,emotion,emotion
fresh_visobert_05555,9135,0,,none
fresh_visobert_08840,9136,0,,none
fresh_visobert_02772,9137,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03377,9138,0,,none
fresh_visobert_11989,9139,1,emotion,emotion
fresh_visobert_10183,9140,0,,none
fresh_visobert_06527,9141,0,,none
fresh_visobert_09179,9142,1,code_switching,code_switching
fresh_visobert_00817,9143,0,,none
fresh_visobert_03216,9144,0,,none
fresh_visobert_03852,9145,0,,none
fresh_visobert_06956,9146,1,emotion,emotion
fresh_visobert_03627,9147,1,code_switching,code_switching
fresh_visobert_07592,9148,0,,none
fresh_visobert_02861,9149,1,sarcasm|idiom_figurative|emotion,"sarcasm,idiom_figurative,emotion"
fresh_visobert_03122,9150,0,,none
fresh_visobert_02542,9151,0,,none
fresh_visobert_02524,9152,0,,none
fresh_visobert_00323,9153,0,,none
fresh_visobert_04106,9154,0,,none
fresh_visobert_06625,9155,1,mocking,mocking
fresh_visobert_00909,9156,0,,none
fresh_visobert_00080,9157,0,,none
fresh_visobert_00100,9158,0,,none
fresh_visobert_11616,9159,1,sarcasm|code_switching|polarity,"sarcasm,code_switching,polarity"
fresh_visobert_04234,9160,1,idiom_figurative,idiom_figurative
fresh_visobert_10340,9161,1,emotion,emotion
fresh_visobert_01362,9162,1,implicit_sentiment,implicit_sentiment
fresh_visobert_07368,9163,1,emotion,emotion
fresh_visobert_01131,9164,0,,none
fresh_visobert_09830,9165,0,,none
fresh_visobert_03760,9166,1,implicit_sentiment|emotion,"implicit_sentiment,emotion"
fresh_visobert_11305,9167,1,emotion,emotion
fresh_visobert_08920,9168,1,code_switching,code_switching
fresh_visobert_01487,9169,0,,none
fresh_visobert_05473,9170,1,emotion,emotion
fresh_visobert_08235,9171,1,code_switching,code_switching
fresh_visobert_01739,9172,1,polarity,polarity
fresh_visobert_09713,9173,0,,none
fresh_visobert_04569,9174,1,sarcasm,sarcasm
fresh_visobert_08742,9175,0,,none
fresh_visobert_01695,9176,0,,none
fresh_visobert_06213,9177,1,mocking|emotion,"mocking,emotion"
fresh_visobert_04318,9178,0,,none
fresh_visobert_07676,9179,1,polarity,polarity
fresh_visobert_06400,9180,1,emotion,emotion
fresh_visobert_10396,9181,1,emotion,emotion
fresh_visobert_00872,9182,0,,none
fresh_visobert_04842,9183,0,,none
fresh_visobert_02385,9184,0,,none
fresh_visobert_00018,9185,1,emotion,emotion
fresh_visobert_00476,9186,1,polarity,polarity
fresh_visobert_03605,9187,0,,none
fresh_visobert_11020,9188,0,,none
fresh_visobert_07818,9189,0,,none
fresh_visobert_04416,9190,0,,none
fresh_visobert_08369,9191,0,,none
fresh_visobert_04448,9192,0,,none
fresh_visobert_04614,9193,0,,none
fresh_visobert_07170,9194,1,polarity,polarity
fresh_visobert_01230,9195,0,,none
fresh_visobert_10119,9196,0,,none
fresh_visobert_00269,9197,0,,none
fresh_visobert_01803,9198,1,polarity,polarity
fresh_visobert_00276,9199,0,,none
fresh_visobert_05138,9200,0,,none
fresh_visobert_09692,9201,1,code_switching,code_switching
fresh_visobert_07894,9202,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00225,9203,0,,none
fresh_visobert_11138,9204,0,,none
fresh_visobert_03446,9205,0,,none
fresh_visobert_03239,9206,0,,none
fresh_visobert_08301,9207,0,,none
fresh_visobert_03859,9208,0,,none
fresh_visobert_10179,9209,0,,none
fresh_visobert_10950,9210,0,,none
fresh_visobert_01007,9211,0,,none
fresh_visobert_00589,9212,0,,none
fresh_visobert_03210,9213,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11061,9214,0,,none
fresh_visobert_06799,9215,0,,none
fresh_visobert_04718,9216,0,,none
fresh_visobert_01023,9217,0,,none
fresh_visobert_03271,9218,0,,none
fresh_visobert_02551,9219,1,emotion,emotion
fresh_visobert_01552,9220,0,,none
fresh_visobert_11915,9221,0,,none
fresh_visobert_00807,9222,1,idiom_figurative,idiom_figurative
fresh_visobert_05877,9223,0,,sarcasm
fresh_visobert_01630,9224,0,,none
fresh_visobert_01162,9225,0,,none
fresh_visobert_02173,9226,1,idiom_figurative,idiom_figurative
fresh_visobert_11542,9227,0,,none
fresh_visobert_06781,9228,0,,none
fresh_visobert_00199,9229,0,,none
fresh_visobert_05162,9230,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_11283,9231,0,,none
fresh_visobert_00229,9232,0,,none
fresh_visobert_09042,9233,0,,none
fresh_visobert_09676,9234,0,,none
fresh_visobert_11598,9235,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09127,9236,0,,none
fresh_visobert_04127,9237,0,,none
fresh_visobert_10397,9238,1,polarity,polarity
fresh_visobert_04135,9239,0,,none
fresh_visobert_11392,9240,0,,none
fresh_visobert_05236,9241,0,,none
fresh_visobert_06647,9242,0,,none
fresh_visobert_11581,9243,0,,sarcasm
fresh_visobert_02442,9244,1,implicit_sentiment|idiom_figurative,"implicit_sentiment,idiom_figurative"
fresh_visobert_04427,9245,0,,none
fresh_visobert_02114,9246,0,,none
fresh_visobert_03781,9247,0,,none
fresh_visobert_02396,9248,1,code_switching,code_switching
fresh_visobert_01650,9249,1,emotion,emotion
fresh_visobert_04872,9250,1,polarity|emotion,"polarity,emotion"
fresh_visobert_03600,9251,0,,none
fresh_visobert_05299,9252,0,,none
fresh_visobert_06335,9253,0,,none
fresh_visobert_08413,9254,0,,none
fresh_visobert_00689,9255,0,,none
fresh_visobert_10592,9256,0,,none
fresh_visobert_08915,9257,0,,none
fresh_visobert_06565,9258,1,mocking,mocking
fresh_visobert_11599,9259,0,,none
fresh_visobert_03284,9260,0,,none
fresh_visobert_08095,9261,0,,none
fresh_visobert_00162,9262,0,,none
fresh_visobert_08769,9263,0,,none
fresh_visobert_03082,9264,1,implicit_sentiment,implicit_sentiment
fresh_visobert_04610,9265,0,,none
fresh_visobert_04230,9266,1,idiom_figurative,idiom_figurative
fresh_visobert_07998,9267,0,,none
fresh_visobert_05653,9268,0,,none
fresh_visobert_02461,9269,0,,none
fresh_visobert_10154,9270,0,,none
fresh_visobert_02716,9271,0,,none
fresh_visobert_06276,9272,0,,none
fresh_visobert_03441,9273,0,,none
fresh_visobert_00309,9274,0,,none
fresh_visobert_10301,9275,0,,none
fresh_visobert_03751,9276,0,,none
fresh_visobert_00846,9277,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_01428,9278,0,,none
fresh_visobert_10622,9279,1,emotion,emotion
fresh_visobert_09577,9280,0,,none
fresh_visobert_04843,9281,1,emotion,emotion
fresh_visobert_00590,9282,0,,none
fresh_visobert_07853,9283,0,,none
fresh_visobert_01277,9284,0,,none
fresh_visobert_06618,9285,0,,none
fresh_visobert_03962,9286,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_11706,9287,0,,none
fresh_visobert_09992,9288,0,,none
fresh_visobert_04176,9289,0,,none
fresh_visobert_05065,9290,0,,none
fresh_visobert_06465,9291,1,implicit_sentiment|polarity,"implicit_sentiment,polarity"
fresh_visobert_07025,9292,0,,none
fresh_visobert_09829,9293,1,emotion,emotion
fresh_visobert_03838,9294,1,polarity|emotion,"polarity,emotion"
fresh_visobert_10936,9295,1,idiom_figurative|polarity,"idiom_figurative,polarity"
fresh_visobert_11561,9296,1,emotion,emotion
fresh_visobert_01263,9297,1,idiom_figurative,idiom_figurative
fresh_visobert_08031,9298,0,,none
fresh_visobert_06293,9299,0,,none
fresh_visobert_00928,9300,0,,none
fresh_visobert_08203,9301,0,,none
fresh_visobert_11040,9302,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_03630,9303,1,polarity,"sarcasm,polarity"
fresh_visobert_00366,9304,1,emotion,emotion
fresh_visobert_04537,9305,0,,none
fresh_visobert_10737,9306,1,emotion,emotion
fresh_visobert_11912,9307,0,,none
fresh_visobert_10869,9308,1,polarity|emotion,"polarity,emotion"
fresh_visobert_05632,9309,0,,none
fresh_visobert_10437,9310,0,,none
fresh_visobert_04639,9311,1,polarity,polarity
fresh_visobert_00443,9312,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_06585,9313,1,emotion,emotion
fresh_visobert_05543,9314,0,,none
fresh_visobert_05643,9315,1,polarity,polarity
fresh_visobert_04967,9316,1,polarity|emotion,"polarity,emotion"
fresh_visobert_08041,9317,0,,none
fresh_visobert_11292,9318,0,,none
fresh_visobert_02926,9319,0,,none
fresh_visobert_00851,9320,0,,none
fresh_visobert_01904,9321,0,,none
fresh_visobert_03674,9322,0,,none
fresh_visobert_07685,9323,1,idiom_figurative|polarity,"idiom_figurative,polarity"
fresh_visobert_00232,9324,0,,none
fresh_visobert_04734,9325,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11142,9326,0,,none
fresh_visobert_04766,9327,0,,none
fresh_visobert_10055,9328,0,,none
fresh_visobert_03055,9329,0,,none
fresh_visobert_07759,9330,0,,none
fresh_visobert_03557,9331,0,,none
fresh_visobert_05557,9332,0,,none
fresh_visobert_06325,9333,1,implicit_sentiment|mocking,"implicit_sentiment,mocking"
fresh_visobert_04078,9334,1,code_switching,code_switching
fresh_visobert_08563,9335,1,polarity,polarity
fresh_visobert_11310,9336,0,,none
fresh_visobert_00965,9337,1,polarity,"polarity,sarcasm"
fresh_visobert_03444,9338,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00836,9339,0,,none
fresh_visobert_02447,9340,0,,none
fresh_visobert_10757,9341,0,,none
fresh_visobert_06803,9342,0,,none
fresh_visobert_04451,9343,0,,none
fresh_visobert_06727,9344,0,,none
fresh_visobert_05439,9345,0,,none
fresh_visobert_08541,9346,1,emotion,emotion
fresh_visobert_04282,9347,0,,none
fresh_visobert_10541,9348,0,,none
fresh_visobert_08881,9349,1,emotion,emotion
fresh_visobert_06273,9350,0,,none
fresh_visobert_05403,9351,1,polarity,polarity
fresh_visobert_09497,9352,0,,none
fresh_visobert_08313,9353,0,,none
fresh_visobert_01723,9354,0,,none
fresh_visobert_02671,9355,1,code_switching,code_switching
fresh_visobert_10908,9356,0,,none
fresh_visobert_10800,9357,0,,none
fresh_visobert_07924,9358,0,,none
fresh_visobert_05605,9359,1,sarcasm|mocking|emotion,"sarcasm,mocking,emotion"
fresh_visobert_06610,9360,1,emotion,emotion
fresh_visobert_04708,9361,0,,none
fresh_visobert_06682,9362,0,,none
fresh_visobert_07475,9363,0,,none
fresh_visobert_09444,9364,1,mocking|emotion,"mocking,emotion"
fresh_visobert_10170,9365,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11944,9366,0,,none
fresh_visobert_10995,9367,1,code_switching,code_switching
fresh_visobert_03720,9368,0,,none
fresh_visobert_07064,9369,1,mocking|emotion,"mocking,emotion"
fresh_visobert_00647,9370,0,,none
fresh_visobert_02035,9371,0,,none
fresh_visobert_05770,9372,0,,none
fresh_visobert_01028,9373,0,,none
fresh_visobert_09640,9374,0,,none
fresh_visobert_04806,9375,1,polarity,polarity
fresh_visobert_00942,9376,0,,none
fresh_visobert_08254,9377,0,,none
fresh_visobert_09018,9378,0,,none
fresh_visobert_10264,9379,1,code_switching,code_switching
fresh_visobert_04661,9380,0,,none
fresh_visobert_00313,9381,0,,none
fresh_visobert_03308,9382,1,code_switching,code_switching
fresh_visobert_05081,9383,1,code_switching,code_switching
fresh_visobert_03089,9384,0,,none
fresh_visobert_10494,9385,0,,none
fresh_visobert_07800,9386,1,implicit_sentiment|idiom_figurative|code_switching,"implicit_sentiment,idiom_figurative,code_switching"
fresh_visobert_00616,9387,0,,none
fresh_visobert_07515,9388,1,emotion,emotion
fresh_visobert_01824,9389,0,,none
fresh_visobert_09935,9390,0,,none
fresh_visobert_00414,9391,0,,none
fresh_visobert_03842,9392,0,,none
fresh_visobert_09449,9393,0,,none
fresh_visobert_02522,9394,1,idiom_figurative,idiom_figurative
fresh_visobert_07531,9395,1,emotion,emotion
fresh_visobert_00933,9396,0,,none
fresh_visobert_02952,9397,0,,none
fresh_visobert_04862,9398,0,,none
fresh_visobert_05568,9399,0,,none
fresh_visobert_01586,9400,0,,none
fresh_visobert_01024,9401,0,,none
fresh_visobert_08186,9402,0,,none
fresh_visobert_01709,9403,0,,none
fresh_visobert_11715,9404,1,emotion,emotion
fresh_visobert_02099,9405,0,,none
fresh_visobert_04703,9406,0,,none
fresh_visobert_08697,9407,1,mocking|emotion,"mocking,emotion"
fresh_visobert_07478,9408,0,,none
fresh_visobert_06946,9409,1,polarity,polarity
fresh_visobert_07861,9410,1,implicit_sentiment,implicit_sentiment
fresh_visobert_11724,9411,0,,none
fresh_visobert_03497,9412,0,,none
fresh_visobert_09212,9413,0,,none
fresh_visobert_04026,9414,0,,none
fresh_visobert_08667,9415,0,,none
fresh_visobert_01474,9416,1,emotion,emotion
fresh_visobert_00702,9417,0,,none
fresh_visobert_10975,9418,1,emotion,emotion
fresh_visobert_00221,9419,1,emotion,emotion
fresh_visobert_11744,9420,0,,none
fresh_visobert_11918,9421,0,,none
fresh_visobert_00460,9422,1,polarity,polarity
fresh_visobert_06430,9423,0,,none
fresh_visobert_01233,9424,0,,none
fresh_visobert_04538,9425,0,,none
fresh_visobert_04690,9426,1,mocking|emotion,"mocking,emotion"
fresh_visobert_00384,9427,0,,none
fresh_visobert_03457,9428,0,,none
fresh_visobert_06736,9429,1,mocking,mocking
fresh_visobert_02157,9430,0,,none
fresh_visobert_01829,9431,0,,none
fresh_visobert_05287,9432,0,,none
fresh_visobert_09365,9433,0,,none
fresh_visobert_00129,9434,0,,none
fresh_visobert_04532,9435,1,mocking,mocking
fresh_visobert_09779,9436,1,emotion,emotion
fresh_visobert_07002,9437,0,,none
fresh_visobert_00553,9438,0,,none
fresh_visobert_02610,9439,1,polarity|emotion,"polarity,emotion"
fresh_visobert_07643,9440,1,idiom_figurative,idiom_figurative
fresh_visobert_09937,9441,1,implicit_sentiment,implicit_sentiment
fresh_visobert_05941,9442,0,,none
fresh_visobert_09098,9443,0,,none
fresh_visobert_04492,9444,1,polarity|emotion,"polarity,emotion"
fresh_visobert_05388,9445,0,,none
fresh_visobert_10311,9446,0,,none
fresh_visobert_10505,9447,0,,none
fresh_visobert_09080,9448,1,polarity,polarity
fresh_visobert_06976,9449,0,,none
fresh_visobert_01371,9450,1,polarity|emotion,"polarity,emotion"
fresh_visobert_07026,9451,0,,none
fresh_visobert_06314,9452,1,mocking,mocking
fresh_visobert_08329,9453,0,,none
fresh_visobert_07744,9454,1,implicit_sentiment,implicit_sentiment
fresh_visobert_06282,9455,0,,none
fresh_visobert_01492,9456,0,,none
fresh_visobert_02148,9457,0,,none
fresh_visobert_01337,9458,0,,none
fresh_visobert_04229,9459,0,,none
fresh_visobert_00317,9460,0,,none
fresh_visobert_05727,9461,1,emotion,emotion
fresh_visobert_03697,9462,1,polarity|emotion,"polarity,emotion"
fresh_visobert_10134,9463,1,emotion,emotion
fresh_visobert_07703,9464,0,,none
fresh_visobert_04446,9465,0,,none
fresh_visobert_06498,9466,0,,none
fresh_visobert_04713,9467,1,polarity|emotion,"polarity,emotion"
fresh_visobert_05886,9468,0,,none
fresh_visobert_10106,9469,0,,none
fresh_visobert_08732,9470,0,,none
fresh_visobert_05553,9471,0,,none
fresh_visobert_10368,9472,1,sarcasm,sarcasm
fresh_visobert_06330,9473,1,emotion,emotion
fresh_visobert_11230,9474,1,emotion,emotion
fresh_visobert_07166,9475,1,implicit_sentiment,implicit_sentiment
fresh_visobert_04158,9476,0,,none
fresh_visobert_02061,9477,0,,none
fresh_visobert_07106,9478,0,,none
fresh_visobert_04585,9479,0,,none
fresh_visobert_05166,9480,0,,none
fresh_visobert_05836,9481,0,,none
fresh_visobert_10658,9482,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03331,9483,0,,none
fresh_visobert_06376,9484,1,polarity|emotion,"polarity,emotion"
fresh_visobert_06957,9485,0,,none
fresh_visobert_05480,9486,1,emotion,emotion
fresh_visobert_10923,9487,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_04741,9488,1,idiom_figurative,idiom_figurative
fresh_visobert_01465,9489,1,mocking,mocking
fresh_visobert_00709,9490,0,,none
fresh_visobert_01593,9491,1,emotion,emotion
fresh_visobert_11666,9492,1,code_switching,code_switching
fresh_visobert_10238,9493,1,implicit_sentiment,implicit_sentiment
fresh_visobert_03783,9494,1,code_switching,code_switching
fresh_visobert_01220,9495,0,,none
fresh_visobert_04139,9496,1,code_switching,code_switching
fresh_visobert_00886,9497,0,,none
fresh_visobert_03980,9498,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_11446,9499,0,,none
fresh_visobert_05829,9500,1,emotion,emotion
fresh_visobert_03983,9501,0,,none
fresh_visobert_01946,9502,0,,none
fresh_visobert_11187,9503,1,emotion,emotion
fresh_visobert_05717,9504,0,,none
fresh_visobert_02990,9505,0,,none
fresh_visobert_07720,9506,0,,none
fresh_visobert_07140,9507,0,,none
fresh_visobert_05029,9508,0,,none
fresh_visobert_06336,9509,0,,none
fresh_visobert_06985,9510,0,,none
fresh_visobert_04388,9511,0,,none
fresh_visobert_04016,9512,0,,none
fresh_visobert_00981,9513,1,polarity|emotion,"polarity,emotion"
fresh_visobert_10181,9514,0,,none
fresh_visobert_00446,9515,0,,none
fresh_visobert_03293,9516,0,,none
fresh_visobert_09274,9517,0,,none
fresh_visobert_11262,9518,1,emotion,emotion
fresh_visobert_08048,9519,1,polarity,polarity
fresh_visobert_00160,9520,0,,none
fresh_visobert_04288,9521,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_10614,9522,1,idiom_figurative,idiom_figurative
fresh_visobert_09129,9523,1,emotion,emotion
fresh_visobert_00196,9524,0,,none
fresh_visobert_02038,9525,1,emotion,emotion
fresh_visobert_07259,9526,0,,none
fresh_visobert_08114,9527,1,emotion,emotion
fresh_visobert_02153,9528,0,,none
fresh_visobert_02621,9529,0,,none
fresh_visobert_01334,9530,0,,none
fresh_visobert_06495,9531,0,,none
fresh_visobert_10445,9532,1,emotion,emotion
fresh_visobert_10566,9533,0,,none
fresh_visobert_04124,9534,0,,none
fresh_visobert_01635,9535,0,,none
fresh_visobert_09139,9536,1,sarcasm|idiom_figurative,"sarcasm,idiom_figurative"
fresh_visobert_05995,9537,0,,none
fresh_visobert_01285,9538,1,emotion,emotion
fresh_visobert_08115,9539,0,,none
fresh_visobert_08339,9540,0,,none
fresh_visobert_04917,9541,1,code_switching,code_switching
fresh_visobert_07052,9542,1,implicit_sentiment,implicit_sentiment
fresh_visobert_00697,9543,0,,none
fresh_visobert_00194,9544,0,,none
fresh_visobert_06077,9545,1,code_switching,code_switching
fresh_visobert_01930,9546,0,,sarcasm
fresh_visobert_04020,9547,1,emotion,emotion
fresh_visobert_08770,9548,0,,none
fresh_visobert_08370,9549,1,emotion,emotion
fresh_visobert_07578,9550,0,,none
fresh_visobert_06595,9551,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00561,9552,0,,none
fresh_visobert_06775,9553,0,,none
fresh_visobert_06576,9554,0,,none
fresh_visobert_06536,9555,0,,none
fresh_visobert_11680,9556,0,,none
fresh_visobert_01510,9557,0,,none
fresh_visobert_05128,9558,1,idiom_figurative,idiom_figurative
fresh_visobert_00694,9559,1,polarity,polarity
fresh_visobert_00316,9560,1,emotion,emotion
fresh_visobert_03256,9561,0,,none
fresh_visobert_11150,9562,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09091,9563,0,,none
fresh_visobert_06440,9564,0,,none
fresh_visobert_09504,9565,1,mocking|emotion,"mocking,emotion"
fresh_visobert_05937,9566,1,sarcasm,none
fresh_visobert_04618,9567,0,,none
fresh_visobert_05815,9568,0,,none
fresh_visobert_06379,9569,0,,none
fresh_visobert_03427,9570,1,mocking|emotion,"mocking,emotion"
fresh_visobert_05879,9571,0,,none
fresh_visobert_10725,9572,1,polarity,polarity
fresh_visobert_08786,9573,0,,none
fresh_visobert_00047,9574,0,,none
fresh_visobert_00562,9575,0,,none
fresh_visobert_03092,9576,1,polarity,polarity
fresh_visobert_10919,9577,1,mocking,mocking
fresh_visobert_05151,9578,0,,none
fresh_visobert_06117,9579,0,,none
fresh_visobert_06161,9580,0,,none
fresh_visobert_00642,9581,1,emotion,emotion
fresh_visobert_05142,9582,1,mocking|emotion,"mocking,emotion"
fresh_visobert_02757,9583,1,emotion,emotion
fresh_visobert_11735,9584,0,,none
fresh_visobert_09145,9585,1,emotion,emotion
fresh_visobert_05522,9586,0,,none
fresh_visobert_07350,9587,0,,none
fresh_visobert_05722,9588,0,,none
fresh_visobert_01497,9589,0,,none
fresh_visobert_02024,9590,0,,none
fresh_visobert_02547,9591,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_01414,9592,1,polarity,polarity
fresh_visobert_10943,9593,1,emotion,emotion
fresh_visobert_00740,9594,0,,none
fresh_visobert_04169,9595,0,,none
fresh_visobert_02951,9596,0,,none
fresh_visobert_04706,9597,0,,none
fresh_visobert_00688,9598,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01982,9599,0,,none
fresh_visobert_04262,9600,0,,none
fresh_visobert_10912,9601,0,,none
fresh_visobert_03336,9602,0,,none
fresh_visobert_10476,9603,0,,none
fresh_visobert_04348,9604,0,,none
fresh_visobert_08971,9605,0,,none
fresh_visobert_03064,9606,0,,none
fresh_visobert_08532,9607,0,,none
fresh_visobert_04613,9608,0,,none
fresh_visobert_09845,9609,0,,none
fresh_visobert_10812,9610,0,,none
